ticker,end,horizon,ret,mdd,score
066570,2025-07-10,5,0.01195219123505975,-0.023316062176165775,0.924627
066570,2025-07-10,10,0.0239043824701195,-0.025284450063211117,0.924627
066570,2025-07-10,20,0.021248339973439556,-0.05183312262958284,0.924627
005490,2025-07-10,5,-0.031152647975077885,-0.04976671850699843,0.911637
005490,2025-07-10,10,0.03582554517133962,-0.04976671850699843,0.911637
005490,2025-07-10,20,-0.07943925233644855,-0.13432835820895528,0.911637
005380,2025-07-10,5,0.012019230769230838,-0.04377880184331795,0.906144
005380,2025-07-10,10,0.04086538461538458,-0.048387096774193505,0.906144
005380,2025-07-10,20,0.02163461538461542,-0.058295964125560484,0.906144
